"YEAR","RACE","SEX","SITE","EVENT_TYPE","COUNT","POPULATION"
"2013","White","Male and Female","Leukemias","Incidence","40845",249298948
"2013","White","Male and Female","Leukemias","Mortality","20878",249298948
"2014","White","Male and Female","Leukemias","Incidence","40288",250529673
"2014","White","Male and Female","Leukemias","Mortality","20904",250529673
"1999","White","Male and Female","Lip","Incidence","2461",223993459
"1999","White","Male and Female","Lip","Mortality","51",228620435
"2000","White","Male and Female","Lip","Incidence","2420",225825542
"2000","White","Male and Female","Lip","Mortality","65",230482882
"2001","White","Male and Female","Lip","Incidence","2349",230353814
"2001","White","Male and Female","Lip","Mortality","75",232125650
"2002","White","Male and Female","Lip","Incidence","2428",231671400
"2002","White","Male and Female","Lip","Mortality","69",233651028
"2003","White","Male and Female","Lip","Incidence","2110",235055034
"2003","White","Male and Female","Lip","Mortality","70",235055034
"2004","White","Male and Female","Lip","Incidence","2027",236598302
"2004","White","Male and Female","Lip","Mortality","69",236598302
"2005","White","Male and Female","Lip","Incidence","1962",238112319
"2005","White","Male and Female","Lip","Mortality","56",238112319
"2006","White","Male and Female","Lip","Incidence","1985",239727764
"2006","White","Male and Female","Lip","Mortality","51",239727764
"2007","White","Male and Female","Lip","Incidence","1962",241316565
"2007","White","Male and Female","Lip","Mortality","64",241316565
"2008","White","Male and Female","Lip","Incidence","1939",242891089
"2008","White","Male and Female","Lip","Mortality","65",242891089
"2009","White","Male and Female","Lip","Incidence","1876",244314613
"2009","White","Male and Female","Lip","Mortality","51",244314613
"2010","White","Male and Female","Lip","Incidence","2003",245679092
"2010","White","Male and Female","Lip","Mortality","69",245679092
"2010-2014","White","Male and Female","Lip","Incidence","9445",1229705984
"2010-2014","White","Male and Female","Lip","Mortality","342",1240595418
"2011","White","Male and Female","Lip","Incidence","1994",244772254
"2011","White","Male and Female","Lip","Mortality","77",246928968
"2012","White","Male and Female","Lip","Incidence","1810",248158737
"2012","White","Male and Female","Lip","Mortality","68",248158737
"2013","White","Male and Female","Lip","Incidence","1883",249298948
"2013","White","Male and Female","Lip","Mortality","55",249298948
"2014","White","Male and Female","Lip","Incidence","1819",250529673
"2014","White","Male and Female","Lip","Mortality","73",250529673
"1999","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","10171",223993459
"1999","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","9986",228620435
"2000","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","10984",225825542
"2000","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","10304",230482882
"2001","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","10883",230353814
"2001","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","10697",232125650
"2002","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","11631",231671400
"2002","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","11250",233651028
"2003","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","12469",235055034
"2003","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","11660",235055034
"2004","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","13386",236598302
"2004","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","12111",236598302
"2005","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","14156",238112319
"2005","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","12735",238112319
"2006","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","15248",239727764
"2006","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","13103",239727764
"2007","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","16209",241316565
"2007","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","13613",241316565
"2008","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","17294",242891089
"2008","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","14377",242891089
"2009","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","18851",244314613
"2009","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","15227",244314613
"2010","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","19640",245679092
"2010","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","15948",245679092
"2010-2014","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","108609",1229705984
"2010-2014","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","89186",1240595418
"2011","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","20480",244772254
"2011","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","16951",246928968
"2012","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","22171",248158737
"2012","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","18076",248158737
"2013","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","23074",249298948
"2013","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","18849",249298948
"2014","White","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","23868",250529673
"2014","White","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","19362",250529673
"1999","White","Male and Female","Lung and Bronchus","Incidence","167000",223993459
"1999","White","Male and Female","Lung and Bronchus","Mortality","133673",228620435
"2000","White","Male and Female","Lung and Bronchus","Incidence","167943",225825542
"2000","White","Male and Female","Lung and Bronchus","Mortality","136833",230482882
"2001","White","Male and Female","Lung and Bronchus","Incidence","172513",230353814
"2001","White","Male and Female","Lung and Bronchus","Mortality","137205",232125650
"2002","White","Male and Female","Lung and Bronchus","Incidence","174711",231671400
"2002","White","Male and Female","Lung and Bronchus","Mortality","138590",233651028
"2003","White","Male and Female","Lung and Bronchus","Incidence","179368",235055034
"2003","White","Male and Female","Lung and Bronchus","Mortality","138654",235055034
"2004","White","Male and Female","Lung and Bronchus","Incidence","180049",236598302
"2004","White","Male and Female","Lung and Bronchus","Mortality","138352",236598302
"2005","White","Male and Female","Lung and Bronchus","Incidence","183623",238112319
"2005","White","Male and Female","Lung and Bronchus","Mortality","139380",238112319
"2006","White","Male and Female","Lung and Bronchus","Incidence","184539",239727764
"2006","White","Male and Female","Lung and Bronchus","Mortality","138758",239727764
"2007","White","Male and Female","Lung and Bronchus","Incidence","185530",241316565
"2007","White","Male and Female","Lung and Bronchus","Mortality","138662",241316565
"2008","White","Male and Female","Lung and Bronchus","Incidence","187910",242891089
"2008","White","Male and Female","Lung and Bronchus","Mortality","138666",242891089
"2009","White","Male and Female","Lung and Bronchus","Incidence","187506",244314613
"2009","White","Male and Female","Lung and Bronchus","Mortality","138046",244314613
"2010","White","Male and Female","Lung and Bronchus","Incidence","184764",245679092
"2010","White","Male and Female","Lung and Bronchus","Mortality","137638",245679092
"2010-2014","White","Male and Female","Lung and Bronchus","Incidence","919593",1229705984
"2010-2014","White","Male and Female","Lung and Bronchus","Mortality","679709",1240595418
"2011","White","Male and Female","Lung and Bronchus","Incidence","183131",244772254
"2011","White","Male and Female","Lung and Bronchus","Mortality","136293",246928968
"2012","White","Male and Female","Lung and Bronchus","Incidence","186231",248158737
"2012","White","Male and Female","Lung and Bronchus","Mortality","136406",248158737
"2013","White","Male and Female","Lung and Bronchus","Incidence","186611",249298948
"2013","White","Male and Female","Lung and Bronchus","Mortality","134977",249298948
"2014","White","Male and Female","Lung and Bronchus","Incidence","184816",250529673
"2014","White","Male and Female","Lung and Bronchus","Mortality","134395",250529673
"1999","White","Male and Female","Lymphomas","Incidence","52810",223993459
"1999","White","Male and Female","Lymphomas","Mortality","22204",228620435
"2000","White","Male and Female","Lymphomas","Incidence","53457",225825542
"2000","White","Male and Female","Lymphomas","Mortality","22048",230482882
"2001","White","Male and Female","Lymphomas","Incidence","54920",230353814
"2001","White","Male and Female","Lymphomas","Mortality","21505",232125650
"2002","White","Male and Female","Lymphomas","Incidence","56410",231671400
"2002","White","Male and Female","Lymphomas","Mortality","21189",233651028
"2003","White","Male and Female","Lymphomas","Incidence","57912",235055034
"2003","White","Male and Female","Lymphomas","Mortality","20790",235055034
"2004","White","Male and Female","Lymphomas","Incidence","59749",236598302
"2004","White","Male and Female","Lymphomas","Mortality","20154",236598302
"2005","White","Male and Female","Lymphomas","Incidence","60481",238112319
"2005","White","Male and Female","Lymphomas","Mortality","20065",238112319
"2006","White","Male and Female","Lymphomas","Incidence","60841",239727764
"2006","White","Male and Female","Lymphomas","Mortality","19795",239727764
"2007","White","Male and Female","Lymphomas","Incidence","61892",241316565
"2007","White","Male and Female","Lymphomas","Mortality","19702",241316565
"2008","White","Male and Female","Lymphomas","Incidence","62853",242891089
"2008","White","Male and Female","Lymphomas","Mortality","19501",242891089
"2009","White","Male and Female","Lymphomas","Incidence","63539",244314613
"2009","White","Male and Female","Lymphomas","Mortality","19457",244314613
"2010","White","Male and Female","Lymphomas","Incidence","63776",245679092
"2010","White","Male and Female","Lymphomas","Mortality","19285",245679092
"2010-2014","White","Male and Female","Lymphomas","Incidence","316975",1229705984
"2010-2014","White","Male and Female","Lymphomas","Mortality","95811",1240595418
"2011","White","Male and Female","Lymphomas","Incidence","62868",244772254
"2011","White","Male and Female","Lymphomas","Mortality","19265",246928968
"2012","White","Male and Female","Lymphomas","Incidence","63664",248158737
"2012","White","Male and Female","Lymphomas","Mortality","19261",248158737
"2013","White","Male and Female","Lymphomas","Incidence","64074",249298948
"2013","White","Male and Female","Lymphomas","Mortality","18936",249298948
"2014","White","Male and Female","Lymphomas","Incidence","64271",250529673
